Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.2,opzetten en beveiligen van computersystemen,http://data.europa.eu/esco/skill/S5.2.2,beschermen van ict-apparaten,"Making use of tools and methods to protect and maximize security of ICT devices and information by controlling access, such as by requiring passwords, digital signatures, and biometric identification, and by protecting systems through the use of software.","Examples:
- Remove computer virus or malware form a computer 
- Implement a firewall 
- Use back-up and recovery tools",S,S5,S5.2,S5.2.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.2,opzetten en beveiligen van computersystemen,http://data.europa.eu/esco/skill/S5.2.3,oplossen van computerproblemen,Identifying technical problems with ICT systems and devices and performing actions to solve the problems.,"Excludes:
- Installing, maintaining and repairing computer hardware

Examples:
- Troubleshoot website
- Implement ICT recovery system",S,S5,S5.2,S5.2.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.5,toegang tot en analyseren van digitale gegevens,,,"Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.",,S,S5,S5.5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.5,toegang tot en analyseren van digitale gegevens,http://data.europa.eu/esco/skill/S5.5.0,toegang tot en analyseren van digitale gegevens,"Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.",,S,S5,S5.5,S5.5.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.5,toegang tot en analyseren van digitale gegevens,http://data.europa.eu/esco/skill/S5.5.1,doorzoeken en filteren van digitale gegevens,"Articulating information needs, searching for data, information and content in digital environments, accessing and navigating them. Creating and updating personal search strategies.","Examples:
- Use search engines 
- Carry out internet research
- Conduct search engine optimisation",S,S5,S5.5,S5.5.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.5,toegang tot en analyseren van digitale gegevens,http://data.europa.eu/esco/skill/S5.5.2,beheren en analyseren van digitale gegevens,"Using digital tools to organise, store, retrieve, and analyse data, information and digital content.","Examples:
- Create digital files 
- Digitise documents
- Use spreadsheet software
- Perform data cleansing",S,S5,S5.5,S5.5.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.6,"gebruikmaken van digitale hulpmiddelen voor samenwerking, contentcreatie en probleemoplossing",,,"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.","Excludes:
- Computer programming
- Resolving computer problems",S,S5,S5.6
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.6,"gebruikmaken van digitale hulpmiddelen voor samenwerking, contentcreatie en probleemoplossing",http://data.europa.eu/esco/skill/S5.6.0,"gebruikmaken van digitale hulpmiddelen voor samenwerking, contentcreatie en probleemoplossing","Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.","Excludes:
- Computer programming
- Resolving computer problems",S,S5,S5.6,S5.6.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.6,"gebruikmaken van digitale hulpmiddelen voor samenwerking, contentcreatie en probleemoplossing",http://data.europa.eu/esco/skill/S5.6.1,gebruikmaken van digitale hulpmiddelen voor samenwerking en productiviteit,Using ICT software and hardware to collaborate and communicate with others and to improve productivity.,"Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Use email software and services
- Operate GPS systems
- Use personal organisation software",S,S5,S5.6,S5.6.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.6,"gebruikmaken van digitale hulpmiddelen voor samenwerking, contentcreatie en probleemoplossing",http://data.europa.eu/esco/skill/S5.6.2,"gebruikmaken van software voor tekstverwerking, publicatie en presentatie",Using ICT software and hardware to develop and edit the content of documents and audio-visual and prepare them for publication.,"Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Use word processing software
- Use typesetting software",S,S5,S5.6,S5.6.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.6,"gebruikmaken van digitale hulpmiddelen voor samenwerking, contentcreatie en probleemoplossing",http://data.europa.eu/esco/skill/S5.6.3,gebruikmaken van computerondersteunde ontwerp- en tekenhulpmiddelen,"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.","Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Use CAD software",S,S5,S5.6,S5.6.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.6,"gebruikmaken van digitale hulpmiddelen voor samenwerking, contentcreatie en probleemoplossing",http://data.europa.eu/esco/skill/S5.6.4,gebruikmaken van digitale hulpmiddelen voor het verwerken van geluid en beeld,Using ICT software and hardware to for processing sound and images.,"Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Edit photographs
- Use audio reproduction software
- Synchronise sound with images",S,S5,S5.6,S5.6.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.7,gebruikmaken van digitale hulpmiddelen voor de besturing van machines,,,Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.,"Excludes:
- Writing computer code and programmes
- Resolving computer problems.

Examples:
- Enter commands, instructions, or specifications into CNC equipment
- Set up the controls of a machine",S,S5,S5.7
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.7,gebruikmaken van digitale hulpmiddelen voor de besturing van machines,http://data.europa.eu/esco/skill/S5.7.0,gebruikmaken van digitale hulpmiddelen voor de besturing van machines,Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.,"Excludes:
- Writing computer code and programmes
- Resolving computer problems.

Examples:
- Enter commands, instructions, or specifications into CNC equipment
- Set up the controls of a machine",S,S5,S5.7,S5.7.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,,,,,"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.","Excludes:
- Specific skills involving interaction with people",S,S6
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.0,behandelen en verplaatsen,,,"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.","Excludes:
- Specific skills involving interaction with people",S,S6,S6.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.0,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.0.0,behandelen en verplaatsen,"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.","Excludes:
- Specific skills involving interaction with people",S,S6,S6.0,S6.0.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.1,sorteren en verpakken van goederen en materialen,,,"Sorting, packaging, separating or arranging materials, according to established patterns or procedures.",,S,S6,S6.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.1,sorteren en verpakken van goederen en materialen,http://data.europa.eu/esco/skill/S6.1.0,sorteren en verpakken van goederen en materialen,"Sorting, packaging, separating or arranging materials, according to established patterns or procedures.",,S,S6,S6.1,S6.1.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.1,sorteren en verpakken van goederen en materialen,http://data.europa.eu/esco/skill/S6.1.1,sorteren van materialen of producten,"Arranging materials into predetermined categories or groups, according to established patterns of procedures.","Examples:
- Differentiate types of packages
- Sort waste",S,S6,S6.1,S6.1.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.1,sorteren en verpakken van goederen en materialen,http://data.europa.eu/esco/skill/S6.1.2,markeren van materialen of voorwerpen voor identificatie,Marking or labelling objects or materials for identification by type or individually.,"Examples:
- Assign codes to product items
- Change shelf labels 
- Label samples",S,S6,S6.1,S6.1.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.1,sorteren en verpakken van goederen en materialen,http://data.europa.eu/esco/skill/S6.1.3,verpakken van voorwerpen,"Enclosing or protecting products for distribution or storage according to a coordinated system of preparing goods for transport, warehousing, logistics, sale, and use.","Examples:
- Pack merchandise for gifts
- Fill sacks
- Package fish",S,S6,S6.1,S6.1.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.2,verplaatsen en tillen,,,"Performing physical activities to move, load, unload or store objects or to climb structures, by hand or with the aid of equipment.","Excludes:
- Specific skills involving lifting and moving people and animals
- Operation of machinery other than hand-held equipment",S,S6,S6.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.2,verplaatsen en tillen,http://data.europa.eu/esco/skill/S6.2.0,verplaatsen en tillen,"Performing physical activities to move, load, unload or store objects or to climb structures, by hand or with the aid of equipment.","Excludes:
- Specific skills involving lifting and moving people and animals
- Operation of machinery other than hand-held equipment",S,S6,S6.2,S6.2.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.2,verplaatsen en tillen,http://data.europa.eu/esco/skill/S6.2.1,laden en lossen van goederen en materialen,"Loading, securing or unloading products, materials, or equipment for transportation, storage or further processing by hand or using hand-held or manually operated equipment.","Excludes:
- Operation of machinery other than hand-held equipment

Examples:
- Stow cargo
- Secure cargo on ships
- Unload supplies",S,S6,S6.2,S6.2.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S6,behandelen en verplaatsen,http://data.europa.eu/esco/skill/S6.2,verplaatsen en tillen,http://data.europa.eu/esco/skill/S6.2.2,"verplaatsen of optillen van materialen, apparatuur en voorraden","Moving or lifting goods, materials supplies or resources, by hand or with the aid of equipment, using actions such as lifting, pushing, carrying or shovelling.","Excludes:
- Operation of machinery other than hand-held equipment

Examples:
- Feed concrete mixer
- Transfer luggage
- Lift heavy weights",S,S6,S6.2,S6.2.2
